Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Cachambi;1;1;0;45;700.0;210.0;
Quitinete;Centro;1;0;0;15;700.0;354.0;86.0
Apartamento;Centro;1;0;0;20;800.0;338.0;20.0
Loft;Freguesia (Jacarepaguá);1;0;0;25;1000.0;200.0;
Apartamento;São Cristóvão;1;0;0;45;700.0;270.0;20.0
Apartamento;Campo Grande;1;0;0;40;490.0;;
Apartamento;Curicica;1;0;0;45;950.0;150.0;
Apartamento;Centro;1;0;0;30;900.0;415.0;23.0
Apartamento;Centro;1;1;0;46;1100.0;560.0;490.0
Apartamento;Copacabana;1;0;0;56;1100.0;920.0;
Apartamento;Pavuna;1;1;0;50;600.0;;
Apartamento;Catete;1;0;0;22;900.0;446.0;
Casa;Bonsucesso;1;0;0;30;650.0;;
Casa;Santa Teresa;1;0;0;35;1000.0;50.0;
Apartamento;Santo Cristo;1;1;0;27;800.0;120.0;
Quitinete;Copacabana;1;0;0;20;1100.0;490.0;30.0
Apartamento;Bento Ribeiro;1;1;0;51;600.0;;
Casa;Campo Grande;1;1;0;60;800.0;;
Apartamento;Jacarepaguá;1;0;0;30;700.0;112.0;
Casa;Braz de Pina;1;0;0;35;750.0;;
Quitinete;Centro;1;0;0;25;890.0;368.0;80.0
Apartamento;Quintino Bocaiúva;1;0;0;60;700.0;270.0;
Quitinete;Centro;1;0;0;22;700.0;295.0;19.0
Casa de Vila;Colégio;1;0;0;49;780.0;;
Apartamento;Itanhangá;1;1;0;45;1000.0;;
Apartamento;Tijuca;1;0;0;45;1150.0;458.0;46.0
Quitinete;Vila da Penha;1;0;0;25;600.0;;
Apartamento;Glória;1;0;0;35;1150.0;350.0;25.0
Casa;Paciência;1;0;0;40;650.0;;
Quitinete;Santa Teresa;1;0;0;25;900.0;400.0;15.0
Quitinete;Glória;1;0;0;25;750.0;316.0;57.0
Quitinete;Taquara;1;0;0;25;500.0;;
Quitinete;Centro;1;0;0;24;1050.0;270.0;22.0
Quitinete;Centro;1;0;0;28;850.0;139.0;25.0
Apartamento;Anchieta;1;0;0;60;690.0;;
Apartamento;Centro;1;0;0;47;950.0;250.0;
Apartamento;Praça Seca;1;1;0;56;900.0;240.0;125.0
Apartamento;Centro;1;0;0;30;800.0;280.0;24.0
Apartamento;Centro;1;0;0;25;1000.0;280.0;
Apartamento;Vicente de Carvalho;1;0;0;40;610.0;95.0;
Casa;Campo Grande;1;0;0;30;430.0;;
Apartamento;Campo Grande;1;0;0;40;480.0;;
Apartamento;Centro;1;0;0;21;750.0;269.0;24.0
Apartamento;Estácio;1;1;0;36;750.0;342.0;
Casa de Vila;Engenho de Dentro;1;0;0;32;700.0;;17.0
Apartamento;Grajaú;1;1;0;50;1100.0;500.0;25.0
Quitinete;Copacabana;1;0;0;35;1100.0;500.0;
Apartamento;Campo Grande;1;0;0;50;550.0;;
Apartamento;Méier;1;0;0;33;890.0;250.0;13.0
Casa de Vila;Bento Ribeiro;1;0;0;40;600.0;;
Apartamento;Senador Vasconcelos;1;1;0;40;690.0;;
Apartamento;Jardim Sulacap;1;1;0;45;850.0;70.0;
Apartamento;Vila Isabel;1;0;0;50;1000.0;325.0;34.0
Apartamento;Todos os Santos;1;0;0;40;900.0;;34.0
Apartamento;Glória;1;0;0;30;1100.0;348.0;13.0
Quitinete;Centro;1;0;0;36;1000.0;320.0;
Quitinete;Copacabana;1;0;0;29;1150.0;450.0;182.0
Apartamento;Centro;1;0;0;40;1000.0;438.0;21.0
Casa de Condomínio;Realengo;1;0;0;60;700.0;;
Casa de Vila;Pavuna;1;0;0;40;450.0;40.0;
Apartamento;Ilha do Governador;1;0;0;71;1000.0;;
Casa de Vila;Cascadura;1;0;0;36;700.0;;
Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;
Casa;Cordovil;1;0;0;65;650.0;;
Quitinete;Copacabana;1;0;0;32;1050.0;714.0;
Quitinete;Botafogo;1;0;0;17;1000.0;476.0;
Quitinete;Tijuca;1;0;0;25;1000.0;346.0;
Apartamento;Copacabana;1;0;0;35;1000.0;410.0;57.0
Quitinete;Copacabana;1;0;0;20;800.0;480.0;24.0
Quitinete;Flamengo;1;0;0;23;900.0;332.0;30.0
Casa de Vila;Quintino Bocaiúva;1;0;0;40;550.0;;
Quitinete;Praça da Bandeira;1;0;0;21;700.0;179.0;
Apartamento;Centro;1;0;0;45;1000.0;350.0;23.0
Casa de Vila;Honório Gurgel;1;0;0;34;800.0;;
Apartamento;Flamengo;1;0;0;15;900.0;401.0;23.0
Apartamento;Tijuca;1;1;0;60;1050.0;695.0;20.0
Quitinete;Copacabana;1;0;0;27;950.0;605.0;
Apartamento;Méier;1;0;0;32;900.0;180.0;
Quitinete;Copacabana;1;0;0;20;1000.0;318.0;
Quitinete;Copacabana;1;0;0;27;1190.0;230.0;19.0
Apartamento;Madureira;1;1;0;50;650.0;450.0;
Quitinete;Leme;1;0;0;18;1100.0;490.0;
Apartamento;Barra da Tijuca;1;0;0;38;1000.0;410.0;15.0
Apartamento;Bonsucesso;1;0;0;62;800.0;270.0;
Casa de Vila;Realengo;1;0;0;70;750.0;;
Apartamento;Vila Isabel;1;0;1;45;1100.0;500.0;24.0
Apartamento;Riachuelo;1;0;0;53;1000.0;217.0;
Apartamento;Engenho Novo;1;1;0;40;1150.0;310.0;
Apartamento;Centro;1;0;0;38;1000.0;335.0;175.0
Quitinete;Centro;1;0;0;25;900.0;340.0;15.0
Quitinete;Glória;1;0;0;20;1000.0;480.0;27.0
Quitinete;Botafogo;1;0;0;17;900.0;436.0;
Apartamento;Praça Seca;1;1;0;40;1000.0;270.0;
Casa;Bonsucesso;1;0;0;50;600.0;;
Quitinete;Botafogo;1;0;0;29;1000.0;570.0;25.0
Apartamento;Tijuca;1;1;0;40;1100.0;500.0;20.0
Apartamento;Centro;1;0;0;20;800.0;430.0;38.0
Quitinete;Centro;1;0;0;28;950.0;350.0;
Apartamento;Santa Teresa;1;0;0;25;750.0;400.0;
Apartamento;Jacarepaguá;1;1;0;56;600.0;692.0;
Quitinete;Glória;1;0;0;50;800.0;495.0;
Quitinete;São Cristóvão;1;0;0;40;850.0;;
Apartamento;Tijuca;1;0;0;30;1000.0;420.0;21.0
Apartamento;Campo Grande;1;1;0;40;500.0;200.0;
Quitinete;Anil;1;0;0;20;300.0;18.0;8.0
Casa de Vila;Taquara;1;0;0;60;1000.0;;
Apartamento;Catete;1;0;0;24;1100.0;435.0;225.0
Apartamento;Riachuelo;1;0;0;46;900.0;253.0;17.0
Casa;Grajaú;1;0;0;30;1000.0;;
Quitinete;Centro;1;0;0;28;900.0;360.0;20.0
Apartamento;Méier;1;0;0;45;1000.0;;
Apartamento;Flamengo;1;0;0;31;1000.0;394.0;24.0
Quitinete;Copacabana;1;0;0;20;1000.0;;
Apartamento;Moneró;1;0;0;55;1000.0;350.0;18.0
Apartamento;Inhaúma;1;0;0;45;750.0;;
Apartamento;Pedra de Guaratiba;1;0;0;42;460.0;;
Quitinete;Centro;1;0;0;30;1000.0;235.0;70.0
Quitinete;Centro;1;0;0;27;600.0;658.0;
Casa de Vila;Cascadura;1;1;0;30;750.0;30.0;
Apartamento;Centro;1;0;0;31;850.0;560.0;115.0
Apartamento;Centro;1;0;0;41;1100.0;390.0;24.0
Quitinete;Centro;1;0;0;34;750.0;470.0;
Apartamento;Senador Vasconcelos;1;1;1;40;850.0;180.0;
Casa de Vila;Catumbi;1;0;0;45;900.0;;6.0
Apartamento;Vila da Penha;1;0;0;27;750.0;;
Apartamento;Madureira;1;1;0;60;650.0;220.0;
Apartamento;Vila da Penha;1;1;0;48;1100.0;150.0;
Apartamento;Centro;1;0;0;34;1000.0;600.0;129.0
Apartamento;Vista Alegre;1;0;0;35;750.0;;
Apartamento;Bangu;1;0;0;50;750.0;;100.0
Quitinete;Flamengo;1;0;0;16;1100.0;344.0;25.0
Apartamento;Jardim América;1;0;0;60;600.0;;
Apartamento;Centro;1;0;0;38;800.0;383.0;
Casa;Irajá;1;0;0;35;700.0;;
Apartamento;Marechal Hermes;1;0;0;70;520.0;;25.0
Quitinete;Copacabana;1;0;0;21;900.0;358.0;58.0
Apartamento;Taquara;1;0;0;40;800.0;;13.0
Casa;Ramos;1;0;0;45;850.0;;
Quitinete;Centro;1;0;0;19;600.0;308.0;25.0
Casa de Vila;Cascadura;1;0;0;40;850.0;;
Quitinete;Centro;1;0;0;34;750.0;420.0;21.0
Quitinete;Saúde;1;0;0;23;600.0;445.0;
Quitinete;Copacabana;1;0;0;36;1000.0;503.0;57.0
Apartamento;Ricardo de Albuquerque;1;0;0;25;350.0;;
Quitinete;Centro;1;0;0;27;650.0;203.0;20.0
Casa;Madureira;1;0;0;30;1100.0;;
Apartamento;Copacabana;1;0;0;19;1100.0;488.0;30.0
Apartamento;Pechincha;1;1;0;54;850.0;347.0;14.0
Quitinete;Copacabana;1;0;0;28;1100.0;450.0;54.0
Casa;Vigário Geral;1;0;0;40;550.0;;
Casa;Oswaldo Cruz;1;1;0;60;700.0;;
Apartamento;Bonsucesso;1;1;0;50;950.0;170.0;26.0
Casa;Encantado;1;0;0;40;1000.0;;17.0
Apartamento;Méier;1;0;0;47;900.0;320.0;16.0
Quitinete;Copacabana;1;0;0;35;1100.0;450.0;558.0
Quitinete;Tijuca;1;0;0;30;990.0;;
Apartamento;Copacabana;1;0;0;40;1100.0;800.0;100.0
Quitinete;Gardênia Azul;1;0;0;18;485.0;;
Apartamento;Vila Isabel;1;0;0;50;800.0;176.0;24.0
Quitinete;Centro;1;0;0;30;800.0;350.0;
Quitinete;Curicica;1;0;0;45;900.0;;
Casa de Vila;Ramos;1;0;0;40;600.0;;
Quitinete;Glória;1;0;0;25;1100.0;394.0;29.0
Casa;Vila Kosmos;1;0;0;60;1000.0;;
Quitinete;Glória;1;0;0;20;800.0;290.0;
Apartamento;Flamengo;1;0;0;28;900.0;380.0;29.0
Apartamento;Engenho Novo;1;0;0;40;850.0;381.0;
Apartamento;Tijuca;1;0;0;57;1000.0;517.0;
Casa de Vila;Campo Grande;1;0;0;70;750.0;;
Apartamento;Guadalupe;1;0;0;30;400.0;;
Apartamento;Botafogo;1;0;0;40;700.0;150.0;
Apartamento;Engenho de Dentro;1;0;0;45;600.0;200.0;
Quitinete;Centro;1;0;0;32;850.0;435.0;21.0
Loft;Vargem Grande;1;3;0;30;800.0;220.0;
Casa de Vila;Cavalcanti;1;0;0;45;600.0;;30.0
Quitinete;Tijuca;1;0;0;35;1100.0;327.0;
Apartamento;Pechincha;1;1;0;46;1100.0;300.0;
Quitinete;Braz de Pina;1;0;0;37;600.0;;
Apartamento;Vila Isabel;1;1;0;60;1000.0;500.0;
Apartamento;Taquara;1;1;1;50;600.0;367.0;16.0
Apartamento;Méier;1;1;0;33;900.0;550.0;12.0
Casa;Marechal Hermes;1;0;0;45;700.0;;
Apartamento;Engenho Novo;1;1;0;58;1000.0;580.0;17.0
Apartamento;Recreio dos Bandeirantes;1;0;0;30;900.0;35.0;9.0
Quitinete;Copacabana;1;0;0;26;1100.0;523.0;
Apartamento;Vila da Penha;1;0;0;30;700.0;;
Quitinete;Anil;1;0;0;28;680.0;70.0;
Casa de Vila;Ramos;1;0;0;35;700.0;;
Quitinete;Copacabana;1;0;0;20;1140.0;435.0;25.0
Casa de Condomínio;Praça Seca;1;1;0;50;780.0;;
Casa;Méier;1;0;0;50;900.0;;14.0
Casa;Campo Grande;1;0;0;70;700.0;;
Quitinete;Vila Isabel;1;0;0;22;700.0;20.0;22.0
Quitinete;Centro;1;0;0;28;850.0;428.0;21.0
Casa;Olaria;1;0;1;11;800.0;;
Quitinete;Higienópolis;1;0;0;96;700.0;;
Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;
Quitinete;Botafogo;1;0;0;27;1100.0;500.0;19.0
Quitinete;Irajá;1;0;0;40;700.0;;
Quitinete;Laranjeiras;1;0;0;28;1100.0;480.0;25.0
Quitinete;Praça da Bandeira;1;0;0;30;800.0;459.0;
Apartamento;Pavuna;1;1;0;40;400.0;220.0;
Apartamento;Cocotá;1;0;0;37;700.0;200.0;20.0
Apartamento;Cacuia;1;1;0;42;1050.0;330.0;
Casa de Vila;Padre Miguel;1;0;0;33;600.0;;60.0
Apartamento;Campo Grande;1;0;0;65;700.0;;
Apartamento;Centro;1;0;0;22;1000.0;420.0;24.0
Casa de Vila;Campo Grande;1;0;0;40;500.0;;
Casa;Honório Gurgel;1;0;0;40;500.0;;
Casa de Vila;Olaria;1;0;0;45;700.0;;
Apartamento;Jacarepaguá;1;1;0;55;1100.0;580.0;
Casa;Vila da Penha;1;0;0;50;900.0;;
Casa;Pilares;1;0;0;50;900.0;;
Apartamento;Irajá;1;0;0;55;850.0;110.0;
Apartamento;Santa Teresa;1;0;0;31;1000.0;330.0;15.0
Apartamento;Cacuia;1;1;0;37;900.0;214.0;
Apartamento;São Francisco Xavier;1;0;0;76;800.0;415.0;14.0
Casa de Vila;Vila Militar;1;0;0;30;500.0;;
Quitinete;Copacabana;1;0;0;30;1150.0;278.0;25.0
Casa;Pedra de Guaratiba;1;2;0;70;660.0;;
Apartamento;Andaraí;1;1;0;60;1000.0;230.0;23.0
Quitinete;Tijuca;1;0;0;25;1000.0;380.0;
Apartamento;Centro;1;0;0;34;1100.0;313.0;25.0
Quitinete;Flamengo;1;0;0;29;1100.0;364.0;
Quitinete;Senador Vasconcelos;1;0;0;40;550.0;;
Quitinete;Glória;1;0;0;21;1100.0;338.0;15.0
Casa;Jardim América;1;0;0;38;550.0;;
Casa;Vila Valqueire;1;0;0;60;900.0;;
Casa;Bento Ribeiro;1;1;0;50;1100.0;;
Quitinete;Centro;1;0;0;30;750.0;400.0;25.0
Apartamento;Pedra de Guaratiba;1;0;0;40;500.0;;
Quitinete;Praça da Bandeira;1;0;0;22;900.0;381.0;25.0
Apartamento;Penha Circular;1;0;0;50;650.0;120.0;
Apartamento;Laranjeiras;1;0;0;26;800.0;458.0;29.0
Apartamento;Del Castilho;1;0;0;55;800.0;;
Quitinete;Copacabana;1;0;0;20;1000.0;520.0;67.0
Apartamento;São Cristóvão;1;1;0;36;1000.0;280.0;136.0
Apartamento;Pechincha;1;1;0;52;850.0;585.0;36.0
Apartamento;Higienópolis;1;0;0;50;650.0;;
Quitinete;Centro;1;0;0;30;900.0;500.0;115.0
Apartamento;Centro;1;0;0;22;1050.0;280.0;24.0
Apartamento;Fátima;1;0;0;25;800.0;300.0;20.0
Apartamento;Jardim Guanabara;1;0;0;39;1100.0;250.0;25.0
Apartamento;Centro;1;0;0;40;900.0;400.0;21.0
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0
Quitinete;Santa Teresa;1;0;0;16;650.0;380.0;12.0
Apartamento;Centro;1;0;0;21;830.0;355.0;24.0
Apartamento;Vila da Penha;1;0;0;30;800.0;;
Quitinete;Centro;1;0;0;31;850.0;362.0;25.0
Apartamento;Oswaldo Cruz;1;1;0;50;1000.0;150.0;
Casa;Campo Grande;1;1;0;37;600.0;;
Apartamento;Glória;1;0;0;30;800.0;495.0;
Quitinete;Botafogo;1;0;0;22;1100.0;438.0;
Apartamento;Copacabana;1;0;0;32;1100.0;561.0;29.0
Casa de Vila;Campo Grande;1;0;0;40;600.0;;25.0
Apartamento;Copacabana;1;0;0;29;790.0;480.0;95.0
Quitinete;Vila da Penha;1;0;0;15;600.0;;
Quitinete;Copacabana;1;0;0;27;1100.0;606.0;252.0
Apartamento;Centro;1;0;0;25;1100.0;316.0;24.0
Apartamento;Freguesia (Jacarepaguá);1;0;0;28;550.0;;
Apartamento;Centro;1;0;0;27;1000.0;420.0;
Apartamento;Tijuca;1;0;0;37;1000.0;462.0;
Quitinete;Leme;1;0;0;26;1000.0;499.0;24.0
Casa de Vila;Braz de Pina;1;0;0;50;800.0;;
Casa de Vila;Cascadura;1;0;0;42;800.0;;
Quitinete;Santa Teresa;1;0;0;30;1000.0;425.0;
Quitinete;Copacabana;1;0;0;30;700.0;620.0;29.0
Apartamento;Laranjeiras;1;0;0;30;1000.0;70.0;29.0
Quitinete;Praça da Bandeira;1;0;0;32;800.0;264.0;25.0
Apartamento;Lapa;1;0;0;35;1100.0;300.0;25.0
Apartamento;Tauá;1;1;0;50;1000.0;424.0;
Quitinete;Santa Teresa;1;0;0;20;600.0;;
Casa de Vila;Realengo;1;0;0;45;650.0;;
Apartamento;Méier;1;0;0;41;850.0;430.0;14.0
Quitinete;Glória;1;0;0;21;1100.0;303.0;29.0
Apartamento;Irajá;1;0;0;48;850.0;120.0;
Apartamento;Vila da Penha;1;1;0;65;1000.0;369.0;
Quitinete;Centro;1;0;0;20;900.0;217.0;21.0
Quitinete;Fátima;1;0;0;25;650.0;370.0;24.0
Casa;Paciência;1;0;0;40;650.0;;
Quitinete;Laranjeiras;1;0;0;20;900.0;280.0;
Apartamento;Centro;1;0;0;40;1000.0;400.0;
Apartamento;Méier;1;0;0;60;900.0;283.0;17.0
Quitinete;Botafogo;1;0;0;22;1000.0;364.0;25.0
Apartamento;Vila Isabel;1;0;0;50;850.0;369.0;24.0
Apartamento;Vila da Penha;1;0;0;40;1000.0;;
Casa;Campo Grande;1;1;0;50;550.0;;2.0
Quitinete;Centro;1;0;0;30;1100.0;235.0;70.0
Quitinete;Centro;1;0;0;20;700.0;312.0;8.0
Quitinete;Glória;1;0;0;30;800.0;495.0;
Apartamento;Del Castilho;1;1;0;55;800.0;350.0;
Apartamento;Abolição;1;0;0;42;800.0;260.0;16.0
Apartamento;São Cristóvão;1;0;0;33;780.0;;
Quitinete;Centro;1;0;0;34;900.0;330.0;
Casa;Bento Ribeiro;1;0;0;38;600.0;;
Loft;Jacarepaguá;1;0;0;40;1000.0;200.0;76.0
Apartamento;Centro;1;0;0;24;750.0;322.0;21.0
Apartamento;Barra da Tijuca;1;1;1;65;1000.0;2650.0;180.0
Flat;Jacarepaguá;1;1;0;35;1100.0;950.0;20.0
Apartamento;Glória;1;0;0;39;900.0;246.0;
Apartamento;Tijuca;1;0;0;50;1100.0;350.0;21.0
Apartamento;Taquara;1;1;0;49;800.0;465.0;35.0
Quitinete;Centro;1;0;0;42;650.0;460.0;
Casa;Ramos;1;0;1;50;800.0;;
Quitinete;Engenho Novo;1;0;0;30;700.0;100.0;500.0
Quitinete;Centro;1;0;0;32;800.0;278.0;20.0
Casa de Vila;Curicica;1;0;0;24;500.0;60.0;250.0
Apartamento;Tijuca;1;0;0;48;1000.0;650.0;47.0
Apartamento;Madureira;1;0;0;55;700.0;200.0;
Apartamento;Copacabana;1;0;0;38;1150.0;780.0;
Apartamento;Centro;1;0;0;35;1000.0;500.0;24.0
Quitinete;Ramos;1;0;0;25;650.0;;
Apartamento;Copacabana;1;0;0;40;950.0;579.0;67.0
Apartamento;Vila da Penha;1;0;0;64;700.0;200.0;
Apartamento;Riachuelo;1;1;0;55;1000.0;500.0;
Apartamento;Engenho Novo;1;1;0;54;1000.0;450.0;34.0
Casa;Engenho de Dentro;1;0;0;50;800.0;;17.0
Casa;Paciência;1;0;0;40;700.0;;
Apartamento;Centro;1;0;0;34;800.0;330.0;18.0
Quitinete;Flamengo;1;0;0;35;1100.0;500.0;29.0
Quitinete;Centro;1;0;0;34;800.0;400.0;130.0
Apartamento;Centro;1;0;0;20;900.0;238.0;10.0
Quitinete;Centro;1;0;0;50;1000.0;400.0;50.0
Casa;Praça Seca;1;0;0;30;400.0;35.0;
Apartamento;Centro;1;0;0;42;1100.0;410.0;
Casa;Madureira;1;0;0;40;800.0;;
Apartamento;Centro;1;0;0;27;1100.0;370.0;
Casa de Vila;Vaz Lobo;1;0;0;50;700.0;;
Casa de Vila;Rocha Miranda;1;0;0;44;700.0;;
Quitinete;Catete;1;0;0;20;900.0;408.0;25.0
Apartamento;Vila Isabel;1;1;0;40;1000.0;400.0;24.0
Quitinete;Botafogo;1;0;0;18;900.0;457.0;
Quitinete;Centro;1;0;0;32;700.0;300.0;21.0
Casa de Vila;Madureira;1;1;0;52;900.0;;
Apartamento;Andaraí;1;1;0;60;1000.0;400.0;21.0
Casa de Vila;Bento Ribeiro;1;0;0;35;780.0;;14.0
Apartamento;Vila Isabel;1;0;0;50;1100.0;450.0;20.0
Quitinete;Copacabana;1;0;0;25;1000.0;290.0;
Quitinete;Centro;1;0;0;40;1100.0;300.0;
Apartamento;Copacabana;1;0;0;27;1000.0;655.0;55.0
Apartamento;Rocha Miranda;1;0;0;28;900.0;;
Quitinete;Padre Miguel;1;0;0;55;450.0;;
Quitinete;Vila Isabel;1;0;0;20;920.0;80.0;
Apartamento;Catete;1;0;0;45;1100.0;327.0;54.0
Casa de Vila;Vila da Penha;1;0;0;40;850.0;;
Apartamento;Gardênia Azul;1;0;0;27;650.0;;
Apartamento;Campo Grande;1;0;0;40;500.0;;
Quitinete;Botafogo;1;0;0;25;1000.0;582.0;24.0
Apartamento;Lins de Vasconcelos;1;0;0;35;500.0;360.0;15.0
Quitinete;Catete;1;0;0;30;1100.0;390.0;24.0
Apartamento;Centro;1;0;0;31;1000.0;400.0;20.0
Apartamento;Taquara;1;0;0;30;700.0;;
Quitinete;Flamengo;1;0;0;29;950.0;400.0;
Apartamento;Estácio;1;1;1;32;1000.0;409.0;14.0
Quitinete;Flamengo;1;0;0;29;900.0;555.0;25.0
Quitinete;Botafogo;1;0;0;18;900.0;463.0;
Apartamento;Engenho de Dentro;1;0;0;32;800.0;;
Casa de Vila;São Cristóvão;1;0;0;45;1000.0;;15.0
Casa de Vila;Vila Isabel;1;0;0;32;1000.0;125.0;12.0
Apartamento;Pechincha;1;1;1;40;850.0;442.0;15.0
Apartamento;Ramos;1;1;0;47;750.0;470.0;
Casa;Cosmos;1;1;0;36;500.0;;
Quitinete;Botafogo;1;0;0;25;1100.0;550.0;250.0
Quitinete;Gardênia Azul;1;0;0;25;490.0;;
Quitinete;Irajá;1;0;0;20;500.0;;
Quitinete;Santa Teresa;1;0;0;30;1000.0;200.0;
Casa;Campo Grande;1;1;0;61;830.0;;
Apartamento;Centro;1;0;0;40;1000.0;300.0;20.0
Casa de Vila;Olaria;1;0;0;40;800.0;;
Casa;Inhoaíba;1;0;0;50;600.0;;
Apartamento;Vaz Lobo;1;1;0;39;600.0;175.0;
Quitinete;Flamengo;1;0;0;22;1000.0;378.0;
Apartamento;Pechincha;1;1;0;45;780.0;370.0;30.0
Apartamento;Sampaio;1;0;0;36;650.0;293.0;14.0
Apartamento;Pechincha;1;1;0;68;1150.0;554.0;13.0
Apartamento;Cachambi;1;1;0;36;600.0;407.0;
Apartamento;Praça da Bandeira;1;0;0;40;900.0;435.0;
Apartamento;Flamengo;1;0;0;45;1100.0;514.0;67.0
Apartamento;Cachambi;1;0;0;30;600.0;100.0;13.0
Loft;Vargem Grande;1;3;0;43;800.0;220.0;
Apartamento;Campo Grande;1;0;0;40;480.0;;
Apartamento;Grajaú;1;1;0;56;1100.0;580.0;420.0
Apartamento;Grajaú;1;0;1;37;1000.0;200.0;
Casa;Rocha Miranda;1;0;0;44;700.0;;
Apartamento;Pechincha;1;0;1;69;900.0;640.0;126.0
Apartamento;Glória;1;0;0;46;1100.0;453.0;32.0
Apartamento;Guadalupe;1;0;0;40;550.0;;
Casa;Engenho Novo;1;0;0;40;450.0;;
Apartamento;Bonsucesso;1;0;0;60;1000.0;;
Apartamento;Botafogo;1;0;0;21;1000.0;282.0;25.0
Quitinete;Glória;1;0;0;10;400.0;107.0;10.0
Quitinete;Flamengo;1;0;0;23;900.0;605.0;
Quitinete;Centro;1;0;0;24;1100.0;323.0;
Casa;Campo Grande;1;0;0;50;600.0;;
Apartamento;Tijuca;1;0;0;28;1000.0;360.0;25.0
